num;G_State;G_City;G_Study;A1_Gender;A10_LevInc;EduF;EduM;Rank;PaysVis;Nblang;VecuEtranger;D2_tot
2176;FRA;PAR;BUS;F;Inc3;3;3;Nat;Vis5;3lang;etra_N;euro union   
2177;FRA;PAR;BUS;M;Inc4;4;3;Nat;Vis_1a4;2lang;etra_N;power pragmatism dynamism  
2178;FRA;PAR;BUS;F;Inc2;1;1;Nat;Vis_1a4;2lang;etra_N;union euro wealth  
2179;FRA;PAR;BUS;F;Inc4;4;3;Nat;Vis5;3lang;etra_N;countries union solidarity trade 
2180;FRA;PAR;BUS;M;Inc4;3;4;Nat;Vis_1a4;3lang;etra_N;union community economy disappearance of people uniformity
2181;FRA;PAR;BUS;F;Inc3;2;3;Sup;Vis5;4+lang;etra_O;village union without borders trades 
2182;FRA;PAR;BUS;F;Inc3;4;3;Sup;Vis5;3lang;etra_N;union old continent culture trades 
2183;FRA;PAR;BUS;F;Inc3;4;4;Glo;Vis5;3lang;etra_N;culture interest easiness non acceptance future
2184;FRA;PAR;BUS;M;Inc3;4;2;Nat;Vis_1a4;2lang;etra_N;union    
2185;FRA;PAR;BUS;M;Inc2;4;4;Sup;Vis5;4+lang;etra_N;union continent alliance  
2186;FRA;PAR;BUS;F;Inc4;4;4;Nat;Vis5;3lang;etra_N;european union    
2187;FRA;PAR;BUS;F;Inc3;3;3;Nat;Vis5;4+lang;etra_O;unity power freedom trade understanding
2188;FRA;PAR;BUS;F;Inc3;2;1;Nat;Vis_1a4;3lang;etra_N;union force future prospects 
2189;FRA;PAR;BUS;F;Inc3;3;3;Nat;Vis5;3lang;etra_N;european union travel  
2190;FRA;PAR;BUS;F;Inc3;3;4;Sup;Vis5;3lang;etra_N;classical old continent wars culture history
2191;FRA;PAR;BUS;F;Inc3;2;2;Nat;Vis5;3lang;etra_N;common history similar culture   
2192;FRA;PAR;BUS;M;Inc4;2;4;Sup;Vis5;3lang;etra_N;unity diversity wealth culture 
2193;FRA;PAR;BUS;M;Inc3;4;4;Nat;Vis5;4+lang;etra_N;power union   
2194;FRA;PAR;BUS;M;Inc3;2;3;Inf;Vis5;4+lang;etra_N;power union humanitarian  
2195;FRA;PAR;BUS;M;Inc3;3;3;Nat;Vis5;2lang;etra_N;union wealth peace  
2196;FRA;PAR;BUS;M;Inc4;4;4;Sup;Vis5;3lang;etra_N;power in building unity  
2197;FRA;PAR;BUS;M;Inc2;2;3;Nat;Vis_1a4;3lang;etra_N;unity power freedom  
2198;FRA;PAR;BUS;F;Inc3;3;3;Nat;Vis5;3lang;etra_N;power culture money luxury 
2199;FRA;PAR;BUS;F;Inc4;4;4;Sup;Vis_1a4;3lang;etra_N;white rich without romania  
2200;FRA;PAR;BUS;M;Inc3;3;4;Nat;Vis5;3lang;etra_N;euro politic borders  
2201;FRA;PAR;BUS;M;Inc3;3;3;Nat;Vis5;3lang;etra_N;freedom politic development  
3643;FRA;LEH;ENG;M;Inc3;2;2;Nat;Vis_1a4;3lang;etra_N;continent union euro development culture
3644;FRA;LEH;ENG;M;Inc2;4;4;Nat;Vis_1a4;3lang;etra_O;wealth developed countries organization union 
3645;FRA;LEH;ENG;M;Inc2;2;2;Nat;Vis_1a4;3lang;etra_N;economic union industrial union monetary union military union political union
3648;FRA;LEH;ENG;M;Inc3;3;3;Loc;Vis5;0-1lang;etra_N;united  world level difficulties  set up   
3649;FRA;LEH;ENG;M;Inc3;3;3;Nat;Vis_1a4;3lang;etra_N;power union   
3650;FRA;LEH;ENG;M;Inc3;4;2;Nat;Vis_O;2lang;etra_O;development    
3651;FRA;LEH;ENG;F;Inc2;4;4;Sup;Vis_1a4;0-1lang;etra_O;development racism expensive  
3652;FRA;LEH;ENG;M;Inc2;2;2;Nat;Vis_1a4;3lang;etra_N;continent history power education economy
3653;FRA;LEH;ENG;M;Inc2;2;2;Inf;Vis_1a4;3lang;etra_N;development culture history  
3654;FRA;LEH;ENG;M;Inc3;2;3;Loc;Vis_1a4;3lang;etra_N;union economy military  
3655;FRA;LEH;ENG;M;Inc3;2;2;Nat;Vis5;3lang;etra_O;power euro wealth stable 
3657;FRA;LEH;ENG;M;Inc3;3;2;Glo;Vis_1a4;3lang;etra_N;euro world power diversity inequality 
3658;FRA;LEH;ENG;M;Inc3;2;2;Inf;Vis5;2lang;etra_N;unification fragile euro  
3659;FRA;LEH;ENG;M;Inc2;3;3;Nat;Vis_1a4;0-1lang;etra_N;european union exchanges euro  
3660;FRA;LEH;ENG;M;Inc3;2;2;Nat;Vis_1a4;2lang;etra_N;power greatness economy euro france
3661;FRA;LEH;ENG;M;Inc2;2;3;Loc;Vis_1a4;3lang;etra_N;rich euro-use freedom equality old
3662;FRA;LEH;ENG;M;Inc2;4;3;Nat;Vis5;2lang;etra_N;exchanges finances union unique currency peace
3663;FRA;LEH;ENG;F;Inc2;2;2;Nat;Vis_1a4;3lang;etra_N;freedom exchanges law culture politic
3664;FRA;LEH;ENG;F;Inc2;2;2;Nat;Vis_1a4;0-1lang;etra_N;power group sharing currency culture
3665;FRA;LEH;ENG;M;Inc4;2;4;Loc;Vis5;0-1lang;etra_N;freedom economy finances travels euro
3666;FRA;LEH;ENG;M;Inc3;4;4;Loc;Vis_1a4;3lang;etra_N;european union exchanges tourism peace 
3667;FRA;LEH;ENG;M;Inc2;2;2;Glo;Vis_1a4;0-1lang;etra_N;plurality unity fraternity  
3668;FRA;LEH;ENG;M;Inc2;3;3;Mul;Vis5;3lang;etra_N;continent superpower old continent euro colonies
3669;FRA;LEH;ENG;M;Inc2;1;1;Inf;Vis_1a4;2lang;etra_O;community    
3670;FRA;LEH;ENG;M;Inc2;3;2;Nat;Vis_1a4;3lang;etra_O;rich free   
3671;FRA;LEH;ENG;F;Inc2;3;2;Inf;Vis5;2lang;etra_N;freedom movement diversity mix mobility
3672;FRA;LEH;ENG;M;Inc1;4;;Oth;Vis_O;2lang;etra_N;progress unity difficulty success 
3673;FRA;LEH;ENG;M;Inc3;4;4;Inf;Vis5;2lang;etra_N;union power currency parliament law
3674;FRA;LEH;ENG;M;Inc3;3;3;Nat;Vis5;2lang;etra_N;diversity disparity culture history 
3677;FRA;LEH;ENG;M;Inc3;4;4;Nat;Vis_1a4;3lang;etra_N;france united kingdom germany italy spain
3678;FRA;LIO;ENG;M;Inc3;2;3;Loc;Vis5;3lang;etra_N;union wealth diversity culture power
3679;FRA;LIO;ENG;M;Inc2;3;4;Nat;Vis_1a4;3lang;etra_N;continent european union west reconciliation enlightment culture
3680;FRA;LIO;ENG;M;Inc4;3;3;Inf;Vis5;3lang;etra_N;constitution disorganization cap borders switzerland
3681;FRA;LIO;ENG;F;Inc3;3;3;Nat;Vis_1a4;2lang;etra_N;union circulation freedom  men goods an capitals organization cultural wealth 
3682;FRA;LIO;ENG;F;Inc3;3;2;Nat;Vis5;3lang;etra_N;wealth unity expansion france 
3683;FRA;LIO;ENG;M;Inc3;4;3;Glo;Vis5;3lang;etra_N;industry wealth future trade divided
3684;FRA;LIO;ENG;M;Inc3;3;3;Glo;Vis_1a4;2lang;etra_N;european union    
3685;FRA;LIO;ENG;F;Inc3;2;2;Sup;Vis_1a4;3lang;etra_O;diversity    
3686;FRA;LIO;ENG;F;Inc4;4;4;Nat;Vis5;2lang;etra_N;solidarity community   
3687;FRA;LIO;ENG;M;Inc3;4;4;Loc;Vis_1a4;2lang;etra_N;solidarity equality economy exchange 
3688;FRA;LIO;ENG;F;Inc3;3;2;Nat;Vis_1a4;2lang;etra_N;unity power euro  
3689;FRA;LIO;ENG;M;Inc2;1;1;Nat;Vis_1a4;3lang;etra_N;euros community laws union free trade
3690;FRA;LIO;ENG;F;Inc1;3;2;Loc;Vis_1a4;3lang;etra_N;euro free trade community union constitution
3691;FRA;LIO;ENG;F;Inc2;1;1;Inf;Vis_1a4;3lang;etra_N;euro equality freedom union 
3692;FRA;LIO;ENG;M;Inc2;3;3;Nat;Vis_1a4;0-1lang;etra_N;european union    
3694;FRA;LIO;ENG;F;Inc3;3;3;Loc;Vis_1a4;2lang;etra_N;noah arch    
3695;FRA;LIO;ENG;F;Inc2;2;3;Sup;Vis_1a4;3lang;etra_N;contrast inequalities   
3696;FRA;LIO;ENG;M;Inc2;1;3;Loc;Vis5;3lang;etra_O;euro football   
3699;FRA;LIO;ENG;F;Inc2;2;2;Loc;Vis_1a4;3lang;etra_N;part of the world continent   
3700;FRA;LIO;ENG;M;Inc2;2;2;Oth;Vis_1a4;3lang;etra_N;community team spirit   
3701;FRA;LIO;ENG;F;Inc2;4;3;Loc;Vis_1a4;2lang;etra_N;union mutual aid tolerance  
3704;FRA;LIO;ENG;M;Inc3;3;3;Sup;Vis_1a4;4+lang;etra_N;the world federation no more border  
3705;FRA;LIO;ENG;M;Inc3;2;1;Glo;Vis_1a4;3lang;etra_N;world liberalism pro american  
3706;FRA;LIO;ENG;M;Inc2;3;3;Nat;Vis_1a4;3lang;etra_N;freedom travels power economy euro
3707;FRA;LIO;ENG;F;Inc3;3;3;  .;Vis5;2lang;etra_N;union of countries with very different life standard level    
3708;FRA;LIO;ENG;F;Inc1;2;1;Nat;Vis5;2lang;etra_N;unions mutual aid between countries security  
3709;FRA;LIO;ENG;M;Inc3;3;3;Oth;Vis_1a4;4+lang;etra_N;western culture    
3710;FRA;LIO;ENG;F;Inc3;3;3;Oth;Vis5;4+lang;etra_O;continent free circulation federation concurrence 
3712;FRA;LIO;ENG;F;Inc3;2;3;Loc;Vis_1a4;3lang;etra_N;power diversity culture wealth history
3713;FRA;LIO;ENG;M;Inc2;3;2;Loc;Vis_1a4;3lang;etra_N;european union    
3715;FRA;LIO;ENG;F;Inc1;2;2;Oth;Vis_1a4;3lang;etra_N;free trade communauty immigration sometime negative culture mix 
3716;FRA;PAR;ENG;M;Inc2;2;2;Oth;Vis5;3lang;etra_O;old world euro   
3717;FRA;PAR;ENG;F;Inc4;2;4;Glo;Vis5;2lang;etra_N;euro continent international tribunal of la haye  
3718;FRA;PAR;ENG;F;Inc3;2;3;Glo;Vis5;2lang;etra_N;union referendum no  
3719;FRA;PAR;ENG;M;Inc4;4;4;Glo;Vis5;2lang;etra_O;maturity development social help  
3720;FRA;PAR;ENG;M;Inc3;3;3;Nat;Vis5;2lang;etra_N;euro european union mediterranean space  
3721;FRA;PAR;ENG;M;Inc3;2;2;Nat;Vis5;3lang;etra_N;occident european union rich diversity 
3722;FRA;PAR;ENG;M;Inc2;2;3;Nat;Vis_1a4;3lang;etra_O;work diversity development wealth unicity
3723;FRA;PAR;ENG;M;Inc3;4;4;Sup;Vis5;3lang;etra_O;union euro world wars aging development
3724;FRA;PAR;ENG;F;Inc2;3;4;Glo;Vis5;2lang;etra_O;stability intelligence   
3725;FRA;PAR;ENG;F;Inc3;3;3;Loc;Vis5;2lang;etra_N;the old continent    
3726;FRA;PAR;ENG;F;Inc2;2;1;Nat;Vis5;3lang;etra_N;euro schengen space emigration different cultures travels
3727;FRA;PAR;ENG;F;Inc2;1;1;Loc;Vis_1a4;2lang;etra_N;divizion developed   
3728;FRA;PAR;ENG;F;Inc3;3;3;Nat;Vis5;2lang;etra_N;european union travel erased borders  
3729;FRA;PAR;ENG;F;Inc3;4;4;Glo;Vis5;3lang;etra_O;european union occident schengen space  
3730;FRA;PAR;ENG;F;Inc3;3;1;Loc;Vis_1a4;2lang;etra_N;borderless freedom modernity   
3731;FRA;PAR;ENG;M;Inc3;4;4;Nat;Vis5;2lang;etra_O;free trade    
3732;FRA;PAR;ENG;F;Inc3;3;3;Nat;Vis5;3lang;etra_N;culture beauty dynamism openness 
3733;FRA;PAR;ENG;M;Inc3;2;2;Loc;Vis_O;2lang;etra_N;organization globalization european union currency borders
3734;FRA;PAR;ENG;M;Inc3;2;4;Nat;Vis_1a4;3lang;etra_N;culture wealth politic difference 
3735;FRA;PAR;ENG;F;Inc2;2;3;Nat;Vis5;4+lang;etra_N;quiet comfort culture clean rich
3736;FRA;PAR;ENG;F;Inc2;2;3;Loc;Vis_1a4;2lang;etra_N;euro culture old  
3737;FRA;PAR;ENG;M;Inc4;3;2;Nat;Vis5;3lang;etra_N;union rich countries euro continent power
3738;FRA;PAR;ENG;M;Inc3;3;3;Nat;Vis_1a4;2lang;etra_N;union brotherhood strasbourg identity 
3739;FRA;PAR;ENG;M;Inc3;3;4;Inf;Vis5;0-1lang;etra_N;freedom equality wealth euro 
3740;FRA;PAR;ENG;M;Inc3;3;4;Nat;Vis5;2lang;etra_N;european union euro unity  
3744;FRA;PAR;ENG;M;Inc3;3;3;Nat;Vis_1a4;3lang;etra_N;uefa    
3745;FRA;PAR;ENG;M;Inc2;2;3;Inf;Vis_1a4;3lang;etra_N;champions leagues currency   
3746;FRA;PAR;ENG;M;Inc4;4;4;Nat;Vis5;2lang;etra_O;development wealth freedom equality inequality
3747;FRA;PAR;ENG;F;Inc2;3;3;Nat;Vis5;0-1lang;etra_N;novelty megalopolis complexity  
3748;FRA;PAR;ENG;F;Inc2;4;4;Loc;Vis5;2lang;etra_N;european union euro   
5047;FRA;LEH;HEA;F;Inc3;3;2;Nat;Vis_1a4;3lang;etra_N;stability development power culture 
5048;FRA;LEH;HEA;F;Inc3;3;3;Loc;Vis_1a4;3lang;etra_N;wealth cultures politics varieties cooking
5049;FRA;LEH;HEA;F;Inc3;4;4;Glo;Vis5;3lang;etra_N;exchanges culture euro power 
5050;FRA;LEH;HEA;F;Inc4;3;3;Nat;Vis5;2lang;etra_N;union respect diversity strength solidarity
5051;FRA;LEH;HEA;M;Inc3;3;3;Nat;Vis_1a4;3lang;etra_N;power union solidarity culture 
5052;FRA;LEH;HEA;M;Inc3;2;3;Nat;Vis5;3lang;etra_N;rights democracy wealth  
5053;FRA;LEH;HEA;F;Inc2;3;4;Nat;Vis5;3lang;etra_O;traditional mixture economic group defense against america and asia  
5054;FRA;LEH;HEA;M;Inc3;4;4;Nat;Vis_1a4;4+lang;etra_N;unity old split  
5055;FRA;LEH;HEA;M;Inc3;3;4;Nat;Vis5;3lang;etra_N;union economic power anarchy  
5056;FRA;LEH;HEA;M;Inc2;2;2;Nat;Vis5;4+lang;etra_N;union gathering anarchy economy strength
5057;FRA;LEH;HEA;F;Inc2;3;3;Nat;Vis5;2lang;etra_N;economic development heterogeneousness freedom culture 
5058;FRA;LEH;HEA;F;Inc3;3;4;Mul;Vis5;3lang;etra_N;freedom west development common history rich culture
5059;FRA;LEH;HEA;F;Inc3;3;3;Loc;Vis5;3lang;etra_N;small nice temperate mosaic 
5060;FRA;LEH;HEA;F;Inc4;4;4;Nat;Vis5;2lang;etra_N;common currency exchanges space common diplomas free circulation 
5061;FRA;LEH;HEA;M;Inc3;4;1;Sup;Vis_1a4;2lang;etra_N;freedom opening cosmopolitan friendship variety
5062;FRA;LEH;HEA;F;Inc2;4;4;Glo;Vis_1a4;3lang;etra_O;industry-economy catholic political hypocrisy democracy wealth and poverty
5063;FRA;LEH;HEA;M;Inc3;4;4;Loc;Vis5;3lang;etra_N;war culture market economy world power recent history
5064;FRA;LEH;HEA;F;Inc4;4;4;Glo;Vis5;3lang;etra_N;european union opening difficulties opposition force alliance
5065;FRA;LEH;HEA;F;Inc4;4;4;Inf;Vis5;3lang;etra_N;euro power great flag quarrels
5066;FRA;LEH;HEA;F;Inc3;3;3;Mul;Vis5;3lang;etra_N;exchanges identity community values citizenship
5067;FRA;LEH;HEA;F;Inc3;3;4;Nat;Vis5;3lang;etra_N;economic and politic strength opening common history  
5068;FRA;LEH;HEA;F;Inc3;4;4;Nat;Vis5;2lang;etra_N;euro economy coordination cooperation good standard of living
5069;FRA;LEH;HEA;F;Inc3;4;4;Nat;Vis5;3lang;etra_N;euros power coordination decision-making pole 
5070;FRA;LEH;HEA;M;Inc4;4;4;Loc;Vis5;4+lang;etra_N;no border same currency common culture  
5071;FRA;LEH;HEA;F;Inc2;2;3;Nat;Vis_1a4;0-1lang;etra_N;freedom culture exchanges variety progress
5072;FRA;LEH;HEA;F;Inc2;4;4;Glo;Vis_1a4;2lang;etra_N;exchange respect divizion intercultural build
5073;FRA;LEH;HEA;F;Inc3;3;3;Glo;Vis_1a4;3lang;etra_N;eec euros european union schengen area cap
5074;FRA;LEH;HEA;F;Inc2;2;3;Glo;Vis5;0-1lang;etra_N;cap european union euro schengen area 
5075;FRA;LEH;HEA;F;Inc3;4;4;Nat;Vis5;3lang;etra_N;continent european union   
5076;FRA;LEH;HEA;F;Inc3;3;3;Nat;Vis_1a4;3lang;etra_N;france european union continent european 
5077;FRA;LEH;HEA;F;Inc1;2;2;Nat;Vis5;3lang;etra_N;european union exchange community  
5078;FRA;LEH;HEA;F;Inc2;4;3;Loc;Vis5;3lang;etra_N;developed freedom confidence multicultural 
5079;FRA;LEH;HEA;F;Inc3;3;3;Loc;Vis_1a4;2lang;etra_N;variety cultures language cosmopolitan european citizen
5080;FRA;LEH;HEA;F;Inc3;3;3;Nat;Vis_1a4;2lang;etra_N;world citizens   
5081;FRA;LEH;HEA;F;Inc2;3;3;Nat;Vis_1a4;3lang;etra_N;exchanges community unity  
5082;FRA;LEH;HEA;F;Inc2;3;2;Loc;Vis_1a4;2lang;etra_N;community economic difficulties heterogeneousness  
5083;FRA;LEH;HEA;F;Inc2;3;2;Mul;Vis5;3lang;etra_N;unemployment relocation political directives  
5084;FRA;LEH;HEA;F;Inc4;4;4;Nat;Vis5;3lang;etra_N;opening euro schengen  free circulation brotherhood 
5085;FRA;LEH;HEA;F;Inc4;4;4;Nat;Vis5;3lang;etra_N;opening economic power expansion abstract 
5086;FRA;LEH;HEA;F;Inc4;4;4;Nat;Vis5;4+lang;etra_N;new economic power enough abstracted opening of the borders  
5087;FRA;LEH;HEA;M;Inc3;2;3;Nat;Vis_1a4;2lang;etra_N;free exchange common currency cultural variety  
5088;FRA;LEH;HEA;F;Inc3;3;3;Nat;Vis5;3lang;etra_N;exchange cooperation economy  
5089;FRA;LEH;HEA;F;Inc2;3;3;Glo;Vis_1a4;3lang;etra_N;space exchanges variety union future
5090;FRA;LEH;HEA;F;Inc3;3;3;Sup;Vis_1a4;2lang;etra_N;wealth comfort christianity  
5091;FRA;LEH;HEA;F;Inc3;3;3;Loc;Vis5;2lang;etra_N;geography region   
5092;FRA;LEH;HEA;M;Inc4;3;3;Nat;Vis5;2lang;etra_N;powerful influential close  
5093;FRA;LEH;HEA;F;Inc3;2;2;Inf;Vis_1a4;2lang;etra_N;variety development construction increase 
5094;FRA;LEH;HEA;F;Inc3;4;3;Loc;Vis_1a4;4+lang;etra_N;multicultural travel future meeting place of user-friendliness
5095;FRA;LEH;HEA;M;Inc4;4;4;Nat;Vis5;2lang;etra_O;historical democratic old  
5096;FRA;LEH;HEA;F;Inc4;4;4;Nat;Vis_1a4;3lang;etra_N;freedom community peace exchanges 
5097;FRA;LEH;HEA;F;Inc4;4;4;Glo;Vis5;3lang;etra_O;freedom free trade   
5098;FRA;LEH;HEA;M;Inc3;4;4;Nat;Vis_1a4;3lang;etra_N;union variety stability peace culture
5099;FRA;LEH;HEA;F;Inc4;3;4;Sup;Vis5;3lang;etra_O;continent european union variety human rights 
5100;FRA;LIO;HEA;M;Inc3;3;3;Oth;Vis5;3lang;etra_N;administration laws complexity heterogeneity 
5101;FRA;LIO;HEA;F;Inc3;4;4;Nat;Vis5;3lang;etra_N;culture wealth human rights power 
5102;FRA;LIO;HEA;F;Inc3;4;4;Nat;Vis5;3lang;etra_N;euro countries union diversity mutual aid
5103;FRA;LIO;HEA;F;Inc2;4;4;Sup;Vis5;4+lang;etra_N;erasmus wealth catholic exchanges politics disunion
5104;FRA;LIO;HEA;F;Inc3;4;4;Nat;Vis5;3lang;etra_N;ecology euro exchanges  
5105;FRA;LIO;HEA;F;Inc3;3;;Nat;Vis5;2lang;etra_O;occidental old continent globalization heterogeneous economic
5106;FRA;LIO;HEA;M;Inc4;4;4;Nat;Vis_1a4;3lang;etra_N;euro european union   
5107;FRA;LIO;HEA;F;Inc3;2;2;Glo;Vis_1a4;3lang;etra_N;france germany italy belgium spain
5108;FRA;LIO;HEA;F;Inc4;4;4;Loc;Vis5;3lang;etra_N;european union euro mobiliy schengen space diversity
5109;FRA;LIO;HEA;F;Inc3;3;3;Nat;Vis_1a4;3lang;etra_N;continent politic agreement free trade cooperation
5114;FRA;LIO;HEA;M;Inc2;4;2;Loc;Vis_1a4;3lang;etra_N;power history empire culture progress
5115;FRA;LIO;HEA;M;Inc1;2;3;Loc;Vis5;4+lang;etra_N;selfishness capitalism vulture blood money
5116;FRA;LIO;HEA;M;Inc3;4;4;Glo;Vis_1a4;3lang;etra_O;freedom occident history  
5117;FRA;LIO;HEA;F;Inc3;3;3;Nat;Vis5;2lang;etra_O;no borders    
5119;FRA;LIO;HEA;F;Inc3;3;4;Loc;Vis5;2lang;etra_O;constitution union variety  
5120;FRA;LIO;HEA;F;Inc2;4;4;Inf;Vis5;3lang;etra_N;diversity inequalities politc utopia tectonic plate 
5121;FRA;LIO;HEA;M;Inc3;3;3;Loc;Vis_1a4;2lang;etra_N;exchanges peace power face to other great power  ?  of autonomy travel
5122;FRA;LIO;HEA;F;Inc3;4;4;Loc;Vis5;4+lang;etra_O;freedom equality culture unique currency 
5123;FRA;LIO;HEA;M;Inc3;4;4;Glo;Vis5;2lang;etra_O;european community cradle home occidentals 
5124;FRA;LIO;HEA;F;Inc3;3;3;Loc;Vis_1a4;2lang;etra_N;union identity currency openness freedom
5125;FRA;LIO;HEA;F;Inc2;2;3;Sup;Vis_1a4;3lang;etra_N;developed rich democratic social 
5126;FRA;LIO;HEA;M;Inc3;3;2;Nat;Vis_1a4;3lang;etra_N;cap euro   
5127;FRA;LIO;HEA;M;Inc3;3;3;Loc;Vis5;2lang;etra_N;european union euro brussels european community occident
5128;FRA;LIO;HEA;M;Inc3;3;3;Nat;Vis5;3lang;etra_N;union currency culture  
5129;FRA;LIO;HEA;F;Inc2;3;3;Glo;Vis_1a4;4+lang;etra_O;euros    
5130;FRA;LIO;HEA;F;Inc4;4;4;Nat;Vis5;4+lang;etra_N;exchanges sharing identity economy common values
5131;FRA;LIO;HEA;F;Inc3;4;4;Nat;Vis5;4+lang;etra_N;euro    
5132;FRA;LIO;HEA;M;Inc3;3;3;Nat;Vis5;2lang;etra_N;rich culture peace  
5133;FRA;LIO;HEA;M;Inc3;3;3;Nat;Vis_1a4;2lang;etra_N;fuzzy borders common history christianism power model
5134;FRA;PAR;HEA;M;Inc2;4;4;Loc;Vis_1a4;2lang;etra_N;european cup  uefa schengen space   
5135;FRA;PAR;HEA;F;Inc4;4;4;Glo;Vis5;3lang;etra_N;culture peace aging or oldness  
5136;FRA;PAR;HEA;M;Inc4;4;4;Oth;Vis5;4+lang;etra_O;uefa European Union platini molandini lionel messi
5138;FRA;PAR;HEA;M;;4;4;Nat;Vis5;3lang;etra_O;nicolas sarkozy uefa champions leagues jean pierre pernot 
5139;FRA;PAR;HEA;F;Inc2;2;2;Glo;Vis5;0-1lang;etra_N;union olds   
5140;FRA;PAR;HEA;F;Inc3;4;4;Oth;Vis_1a4;3lang;etra_N;cultural admixture union united compared to usa   
5141;FRA;PAR;HEA;M;Inc3;4;4;Nat;Vis5;3lang;etra_N;exchanges prosperity travel  
5142;FRA;PAR;HEA;F;Inc3;4;4;Inf;Vis5;3lang;etra_O;european union euro brussels strasbourg hymn to joy
5143;FRA;PAR;HEA;M;Inc3;4;4;Nat;Vis5;4+lang;etra_N;european union humanism democracy freedom judeochristianism
5144;FRA;PAR;HEA;F;Inc2;4;4;Loc;Vis5;2lang;etra_N;community culture tourism diversity economic power
5147;FRA;PAR;HEA;M;Inc4;4;4;Nat;Vis_1a4;2lang;etra_N;openness trade free trade make easier 
5148;FRA;PAR;HEA;M;Inc2;2;2;Nat;Vis5;3lang;etra_N;west north politic globalization transport
5149;FRA;PAR;HEA;M;Inc3;3;4;Nat;Vis5;4+lang;etra_O;union liberalism cosmopolite  
5151;FRA;PAR;HEA;F;Inc2;3;4;Glo;Vis5;3lang;etra_N;normalisation culture far history west people
5152;FRA;PAR;HEA;F;Inc1;4;3;Nat;Vis5;3lang;etra_N;unique currency culture councils people circulation 
5153;FRA;PAR;HEA;M;Inc3;3;3;Sup;Vis5;0-1lang;etra_N;exchanges diversity peace human rights freedom
5154;FRA;PAR;HEA;M;Inc4;4;4;  .;Vis_O;4+lang;etra_N;arabs out !    
5155;FRA;PAR;HEA;M;Inc2;3;3;Oth;Vis_1a4;3lang;etra_N;aging a little cultural nationalism  
5156;FRA;PAR;HEA;M;Inc4;4;4;Nat;Vis5;3lang;etra_N;hope desequilibrium disorder ingerece 
5157;FRA;PAR;HEA;F;Inc3;4;4;Sup;Vis5;0-1lang;etra_N;identity culture people politic portage
5158;FRA;PAR;HEA;F;Inc2;3;;Inf;Vis5;3lang;etra_N;travel erasmus language exchanges politic hardly common
5159;FRA;PAR;HEA;M;Inc4;3;4;Inf;Vis5;4+lang;etra_O;culture history wealth rights freedoms
5160;FRA;PAR;HEA;F;Inc2;3;3;Sup;Vis_1a4;0-1lang;etra_N;union council democracy  
5161;FRA;PAR;HEA;F;Inc2;4;4;Nat;Vis5;3lang;etra_N;democracy openness   
5162;FRA;PAR;HEA;F;Inc3;3;4;Oth;Vis5;2lang;etra_N;blue old democracy security first
5163;FRA;PAR;HEA;M;Inc3;3;3;Nat;Vis_1a4;2lang;etra_N;greec & roman antiques christianism old world  
5164;FRA;PAR;HEA;F;Inc2;2;3;Nat;Vis5;3lang;etra_N;moderate  weather ? diversity proximity development future
5165;FRA;PAR;HEA;F;Inc2;3;3;Nat;Vis5;2lang;etra_N;union culture common mythology diversity
5166;FRA;PAR;HEA;F;Inc2;3;3;Nat;Vis_1a4;2lang;etra_N;history union   
5167;FRA;PAR;HEA;M;Inc2;3;2;Loc;Vis5;3lang;etra_N;continent union history  
5168;FRA;PAR;HEA;M;Inc3;4;4;Loc;Vis5;3lang;etra_N;alliance unique currency economic power shared territory 
5169;FRA;PAR;HEA;F;Inc4;3;4;Glo;Vis5;3lang;etra_O;knowledge lights  lumières immigration racism welcome
5170;FRA;PAR;HEA;F;Inc4;4;4;Nat;Vis5;2lang;etra_N;european union democracy cooperation  
5171;FRA;PAR;HEA;F;Inc3;3;3;Glo;Vis5;2lang;etra_N;diversity gathering unicity  
5172;FRA;PAR;HEA;F;Inc4;;4;  .;Vis_O;2lang;etra_N;occidental development union human right community
5173;FRA;PAR;HEA;F;Inc4;3;3;Nat;Vis5;2lang;etra_N;economy mutual aid unity  
5174;FRA;PAR;HEA;M;Inc3;4;4;Nat;Vis5;4+lang;etra_O;unity difficulty pride aging heterogeneous
5175;FRA;PAR;HEA;M;Inc3;3;4;Nat;Vis5;2lang;etra_N;romantism quality sciences law life level
5176;FRA;PAR;HEA;F;Inc3;4;4;Nat;Vis5;3lang;etra_N;continent unity diversity human right 
5177;FRA;PAR;HEA;F;Inc2;3;2;Mul;Vis5;4+lang;etra_N;euro schengen democracy  
5178;FRA;PAR;HEA;F;Inc3;4;4;Nat;Vis5;3lang;etra_N;euro union   
5179;FRA;PAR;HEA;F;Inc3;3;3;Sup;Vis_1a4;3lang;etra_N;economy euro borders  
5180;FRA;PAR;HEA;M;Inc3;2;2;Glo;Vis5;3lang;etra_N;euro old continent history a little bit late on the technology matter gastronomy
5181;FRA;PAR;HEA;F;Inc4;4;4;Oth;Vis5;3lang;etra_N;strasbourg united community napoleon 
5182;FRA;PAR;HEA;F;Inc2;2;2;Loc;Vis_1a4;3lang;etra_N;euro  unique currency development growth diversity disparity
5183;FRA;PAR;HEA;M;Inc4;4;4;Nat;Vis_1a4;4+lang;etra_O;democracy culture refusal of war social security 
5184;FRA;PAR;HEA;M;Inc4;4;4;Glo;Vis5;3lang;etra_N;multiculturalism travel simplicity discovery study
