num;G_State;G_City;G_Study;A1_Gender;A10_LevInc;A11_LevEdu_f;A12_LevEdu_m;A13_Rank1;PaysVis;Mixit;Nblang;VecuEtranger;D2_tot
1710;BRA;SAO;BUS;M;Inc3;EduF3;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;development health quality of life tradition bureaucracy
1711;BRA;SAO;BUS;M;Inc3;EduF3;EduM4;(2) Inf;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;wealth whites money beauty tourism
1712;BRA;SAO;BUS;F;Inc2;EduF1;EduM1;(4) Sup;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;knowledge history luxury wisdom aspiration
1713;BRA;SAO;BUS;M;Inc4;EduF4;EduM4;(5) Glo;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_O;old continent stagnation work developed technology
1714;BRA;SAO;BUS;F;Inc3;EduF4;EduM2;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;quality of life health education economic development sustainability
1716;BRA;SAO;BUS;M;Inc2;EduF2;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;birthplace humanity classic  
1717;BRA;SAO;BUS;M;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;the cradle of the western civilization    
1718;BRA;SAO;BUS;M;Inc3;EduF2;EduM3;(6) Oth;Nb_Vis_1a4;Mixit_O;3lang;Vecu_etra_N;beginning reconquest missing cold hope
1719;BRA;SAO;BUS;M;Inc4;EduF4;EduM4;(5) Glo;Nb_Vis5;Mixit_N;2lang;Vecu_etra_O;tradition    
1720;BRA;SAO;BUS;M;Inc3;EduF2;EduM2;(5) Glo;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;success leisure culture  
1721;BRA;SAO;BUS;M;Inc4;;EduM4;(3) Nat;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_O;waro old world economic development third age 
1722;BRA;SAO;BUS;F;Inc3;EduF3;EduM3;(6) Oth;Nb_Vis5;Mixit_N;3lang;Vecu_etra_O;tradition history prepotency distortion centre
1723;BRA;SAO;BUS;F;Inc2;EduF3;EduM4;(1) Loc;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;quality wealth consumism political gastronomy
1724;BRA;SAO;BUS;F;Inc2;EduF3;EduM3;(5) Glo;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;old world museum antiquity history 
1725;BRA;SAO;BUS;M;Inc3;EduF3;EduM4;(2) Inf;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;wealth old history knowledge culture
1726;BRA;SAO;BUS;F;Inc3;EduF4;EduM4;(1) Loc;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;integrity history culture civilization nationalism
1727;BRA;SAO;BUS;M;Inc2;EduF3;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;luxury wealth root cold arrogance
1728;BRA;SAO;BUS;M;Inc3;EduF2;EduM1;(1) Loc;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;multiculturalism education development tradition culture
1729;BRA;SAO;BUS;M;Inc2;EduF2;;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;union power xenophobia cul wealth
1730;BRA;SAO;BUS;F;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;luxury divizion freedom travel backpack
1731;BRA;SAO;BUS;F;Inc3;EduF2;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;tradition classic sophistications history arrogance
1732;BRA;SAO;BUS;F;Inc3;EduF3;EduM4;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;cold arrogance distance  
1733;BRA;SAO;BUS;M;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;4+lang;Vecu_etra_N;money culture old royalty cold
1734;BRA;SAO;BUS;F;Inc2;EduF1;EduM3;(5) Glo;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;old elegant fine  
1735;BRA;SAO;BUS;M;Inc2;;EduM1;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;old tradition selffishness decay illusion
1736;BRA;SAO;BUS;M;Inc3;EduF3;EduM4;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;development culture quality of life  
1737;BRA;SAO;BUS;M;Inc2;EduF3;EduM2;(6) Oth;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;origins antiquity luxury history devastated
1738;BRA;SAO;BUS;M;Inc3;EduF1;EduM1;(5) Glo;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_O;culture war prejudice progress decay
1739;BRA;SAO;BUS;M;Inc1;EduF1;EduM1;(4) Sup;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;development xenophobia diversity opportunity stability
1740;BRA;SAO;BUS;F;Inc2;EduF1;EduM1;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_O;cold culture economic development conflicts 
1741;BRA;SAO;BUS;M;Inc2;EduF2;EduM2;(2) Inf;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;classic strong united important development
1742;BRA;SAO;BUS;M;Inc3;EduF3;EduM4;(5) Glo;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;culture diversity development euro travel
1743;BRA;SAO;BUS;M;Inc3;EduF3;EduM3;(5) Glo;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;wine paris pasta party cold
1744;BRA;SAO;BUS;M;Inc4;EduF3;EduM4;(3) Nat;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;wealth cold diversity war culture
1745;BRA;SAO;BUS;M;Inc2;EduF3;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;war intolerance overcoming gree tourism
1746;BRA;SAO;BUS;M;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_O;old exceeded weakened  
1747;BRA;SAO;BUS;M;Inc2;EduF3;EduM3;(4) Sup;Nb_Vis_O;Mixit_O;3lang;Vecu_etra_N;history civilization culture diversity development
1748;BRA;SAO;BUS;M;Inc3;EduF1;EduM2;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;tradition scholarship conservatism  
1749;BRA;SAO;BUS;F;Inc3;EduF2;EduM2;(2) Inf;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;developed rich modernity antiquity whites
1750;BRA;SAO;BUS;F;Inc1;EduF4;EduM4;(1) Loc;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;senior luxury gastronomy teater 
1751;BRA;SAO;BUS;F;Inc4;EduF4;EduM4;(6) Oth;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_O;euro expensive party freedom welfare
1752;BRA;SAO;BUS;M;Inc3;EduF4;EduM4;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;war    
1753;BRA;SAO;BUS;F;Inc3;EduF2;EduM3;(2) Inf;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;quality of life development organization respect education
1754;BRA;SAO;BUS;M;Inc2;EduF1;EduM1;(5) Glo;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;mystery cohesion authoritarism greed wealth
1755;BRA;SAO;BUS;M;Inc3;EduF2;EduM4;(2) Inf;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;cold culture museums culinary drugs
1756;BRA;SAO;BUS;M;Inc3;EduF2;EduM3;(4) Sup;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;tradition high level culture   
1757;CHN;BJS;BUS;M;Inc2;;EduM2;(6) Oth;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;europe pretty unpeaceful unamiable lowly
1758;CHN;BJS;BUS;F;Inc3;EduF3;EduM3;(1) Loc;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;coastal rich under-population less land 
1759;CHN;BJS;BUS;F;Inc3;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;freedom democratic developed  
1760;CHN;BJS;BUS;F;Inc3;EduF3;EduM4;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;many countries rich play football well  
1761;CHN;BJS;BUS;F;Inc2;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;partite small many seawater  
1762;CHN;BJS;BUS;F;Inc2;EduF1;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;beautiful graceful luxury  
1763;CHN;BJS;BUS;F;Inc4;EduF4;EduM4;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;good    
1764;CHN;BJS;BUS;F;Inc3;EduF3;EduM4;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;rich high welfare romantic  
1765;CHN;BJS;BUS;F;;EduF2;EduM3;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;western-style convenient and fast beautiful  
1766;CHN;BJS;BUS;F;Inc1;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;many varieties indie and united   
1767;CHN;BJS;BUS;F;Inc2;EduF2;EduM2;(4) Sup;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;romantic indie strong cultural atmosphere  
1768;CHN;BJS;BUS;F;Inc3;EduF3;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;romantic substantial   
1769;CHN;BJS;BUS;F;Inc4;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;luxury and dissipation bored   
1770;CHN;BJS;BUS;F;Inc2;EduF2;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;mysterious classical partite luxury sag
1771;CHN;BJS;BUS;F;Inc2;EduF2;EduM2;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;romantic indie strong cultural atmosphere  
1772;CHN;BJS;BUS;F;Inc3;EduF4;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;classical romantic miraculous on-limits heroic
1773;CHN;BJS;BUS;F;Inc2;EduF3;EduM2;(5) Glo;Nb_Vis_O;Mixit_O;2lang;Vecu_etra_N;numerous and complicated complex multiplex developmental 
1774;CHN;BJS;BUS;F;Inc1;EduF2;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;expensive graceful exquisite offish football
1775;CHN;BJS;BUS;M;Inc1;EduF1;EduM4;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed romantic opportunity competitive 
1776;CHN;BJS;BUS;M;Inc3;EduF4;EduM4;(3) Nat;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_O;romantic passionate intractable of principle 
1777;CHN;BJS;BUS;M;Inc2;EduF2;EduM2;(5) Glo;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;confused huge unknown strange fast
1778;CHN;BJS;BUS;M;Inc2;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;small and numerous rich romantic high happy index football
1779;CHN;BJS;BUS;M;Inc1;EduF1;EduM1;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;strange developed   
1780;CHN;BJS;BUS;M;Inc3;EduF4;EduM4;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;uefa champions leagues five leagues europe championship beckham henry
1781;CHN;BJS;BUS;M;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;athletic luxurious   
1782;CHN;BJS;BUS;M;Inc2;EduF3;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;cracked in a muddle or a mess   
1783;CHN;BJS;BUS;M;Inc2;EduF2;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;democratic small rich high welfare football
1784;CHN;BJS;BUS;M;Inc2;EduF2;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;democratic under-population high welfare  
1785;CHN;BJS;BUS;M;Inc1;EduF4;EduM4;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed enjoyable lazy serious environmental friendly
1786;CHN;BJS;BUS;M;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;haughty ruffian   
1787;CHN;BJS;BUS;M;Inc2;EduF2;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;beautiful scenery wateriness   
1788;CHN;BJS;BUS;M;Inc4;EduF4;EduM4;(6) Oth;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_N;dissected peninsula islands lough inland sea
1789;CHN;BJS;BUS;M;Inc2;EduF3;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;warm humid   
1790;CHN;BJS;BUS;M;Inc4;EduF3;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;multinational gegrünt   
1791;CHN;BJS;BUS;M;Inc2;EduF4;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;morbid rich twin-stage jumbled 
1792;CHN;BJS;BUS;M;Inc2;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;arrogant tough aggressive narrow and shallow 
1793;CHN;BJS;BUS;M;Inc1;EduF3;EduM2;(2) Inf;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;multiculturalism conviction preciseness  
1794;CHN;BJS;BUS;M;Inc3;EduF2;EduM4;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;war civilized vampire football 
1795;CHN;BJS;BUS;F;Inc3;EduF3;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;developed faddish romantic  
1796;CHN;BJS;BUS;F;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;rich aging developed  
1797;CHN;CAN;BUS;F;Inc2;EduF1;EduM2;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;moderate elegance beautiful scenery  
1798;CHN;CAN;BUS;F;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;ancient explore arrogant radiance advanced
1799;CHN;CAN;BUS;F;Inc2;EduF2;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;mysterious romantic beautiful scenery fashion 
1800;CHN;CAN;BUS;F;Inc2;EduF2;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;romantic new-style gentlemanlike cultural rich
1801;CHN;CAN;BUS;M;Inc1;EduF2;EduM2;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;economically advanced temperate latitudes economic union  
1802;CHN;CAN;BUS;M;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed capitalism high-quality deep cultural deposits 
1803;CHN;CAN;BUS;M;Inc1;EduF1;EduM1;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;democracy rich excellent surroundings  
1804;CHN;CAN;BUS;F;Inc2;EduF1;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;flourishing developed serried advanced tour
1805;CHN;CAN;BUS;F;Inc3;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;economically advanced high standard of living high prosperous index  
1806;CHN;CAN;BUS;F;Inc3;EduF2;EduM2;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;villatic castle meadow rider classical
1807;CHN;CAN;BUS;F;Inc2;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;green plane surrounded by sea  
1808;CHN;CAN;BUS;F;Inc2;EduF3;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;freedom exoteric inner quality  
1809;CHN;CAN;BUS;F;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;developed civilized democratic  
1810;CHN;CAN;BUS;F;Inc2;EduF2;EduM2;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;beautiful civilized rich  
1811;CHN;CAN;BUS;F;Inc3;EduF3;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;prosperous style cultural atmosphere romantic 
1812;CHN;CAN;BUS;F;Inc1;EduF1;EduM2;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;warm and cloud climate rich charming surroundings  
1813;CHN;CAN;BUS;F;Inc2;EduF1;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;a mild sea climate economic integration developed romantic 
1814;CHN;CAN;BUS;F;Inc3;EduF4;EduM4;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;small population flush of money   
1815;CHN;CAN;BUS;F;Inc1;EduF1;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;environmentally friendly peerlessly beautiful slow rhythm of life short of sunshine 
1816;CHN;CAN;BUS;F;Inc2;EduF1;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;pretty good    
1817;CHN;CAN;BUS;F;Inc2;EduF3;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;leisurely life process technology perfect welfare  
1818;CHN;CAN;BUS;F;Inc1;EduF1;EduM1;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;beautiful scene cozy blue sea and silver sand  
1819;CHN;CAN;BUS;M;Inc2;EduF3;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;a mild sea climate many and small countries rich slow rhythm of life highly active
1820;CHN;CAN;BUS;M;Inc2;EduF2;EduM2;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;civilized ancient   
1821;CHN;CAN;BUS;M;Inc2;EduF2;EduM2;(5) Glo;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;all-in-one human rights democracy advanced economy scientific and technical innovation
1822;CHN;CAN;BUS;M;Inc2;EduF2;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;remote barbarous innovative  
1823;CHN;CAN;BUS;M;Inc1;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;advanced civilized developed  
1824;CHN;CAN;BUS;M;Inc3;EduF3;EduM3;(1) Loc;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;capitalization regionalization multivariate  
1825;CHN;CAN;BUS;M;Inc2;EduF2;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;romantic high-end   
1826;CHN;CAN;BUS;M;Inc1;EduF1;EduM1;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;classical romantic sunshine heavy clouds street  steel grey
1827;CHN;CAN;BUS;M;Inc2;EduF1;EduM1;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;flexural and cracked shoreline the terrain xianyao oceanity romantic be prolific of
1828;CHN;CAN;BUS;M;Inc2;EduF2;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;romantic rich civilized  
1829;CHN;CAN;BUS;M;Inc2;EduF1;EduM1;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;abustle developed enlightened  
1830;CHN;CAN;BUS;F;Inc2;EduF1;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;rich democratic developed  
1831;CHN;CAN;BUS;M;Inc2;EduF1;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;poetic    
1832;CHN;CAN;BUS;M;Inc2;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;romantic classical   
1833;CHN;CAN;BUS;M;Inc2;EduF3;EduM4;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;mighty developed modernization  
1834;CHN;CAN;BUS;M;Inc2;EduF4;EduM4;(2) Inf;Nb_Vis_1a4;Mixit_N;0-1lang;Vecu_etra_N;limited farmland national wealth high-caliber tall powerful
1835;CHN;CAN;BUS;M;Inc3;EduF1;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;romantic luxury   
1836;CHN;CAN;BUS;M;Inc3;EduF1;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;cold classical heavy  
1837;CHN;NKG;BUS;M;Inc2;EduF1;EduM2;(7)Mul;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;democratic rich idleness  
1838;CHN;NKG;BUS;M;Inc2;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;well-behaved unfathomable   
1839;CHN;NKG;BUS;M;Inc4;EduF1;EduM4;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;archaic modern elegance  
1840;CHN;NKG;BUS;M;Inc2;EduF1;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;advanced developed beautiful rich under-population
1841;CHN;NKG;BUS;M;Inc2;EduF1;EduM1;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;cracked accidental relief humid temperate densely populated 
1842;CHN;NKG;BUS;F;Inc2;EduF3;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;rich excellent surroundings   
1843;CHN;NKG;BUS;F;Inc1;EduF1;EduM1;(7)Mul;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed all-in-one   
1844;CHN;NKG;BUS;F;Inc2;EduF4;EduM4;(3) Nat;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;romantic modern amorous freedom unaided
1845;CHN;NKG;BUS;F;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;modern civilized classical heavy broad
1846;CHN;NKG;BUS;F;Inc3;EduF4;EduM4;(7)Mul;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;rich civilized beautiful  
1847;CHN;NKG;BUS;M;Inc3;EduF4;EduM4;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;ancient innovative crisis awareness humane environmental protection
1848;CHN;NKG;BUS;M;Inc1;EduF3;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed good public environment   
1849;CHN;NKG;BUS;M;Inc2;EduF2;EduM2;(7)Mul;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;developed graceful centuries-old  
1850;CHN;NKG;BUS;M;Inc2;EduF3;EduM4;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;harmonious    
1851;CHN;NKG;BUS;M;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;romantic fashion simple  
1852;CHN;NKG;BUS;F;Inc2;EduF3;EduM4;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;passion originality so many things heavily polluted progress
1853;CHN;NKG;BUS;F;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_O;ancient beautiful artistic economic 
1854;CHN;NKG;BUS;F;Inc2;EduF2;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;rich leisure easy and comfortable romantic modern
1855;CHN;NKG;BUS;F;Inc3;EduF3;EduM3;(7)Mul;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;rich clean peaceful quiet 
1856;CHN;NKG;BUS;F;Inc2;EduF4;EduM4;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;scenic petty bourgeoisie romantic rich 
1857;CHN;NKG;BUS;F;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;flourishing equality democratic high-caliber 
1858;CHN;NKG;BUS;F;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed rich partite prideful centuried
1859;CHN;NKG;BUS;F;Inc3;EduF4;EduM4;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;graceful luxurious romantic self 
1860;CHN;NKG;BUS;F;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;yearning    
1861;CHN;NKG;BUS;F;Inc2;EduF3;EduM3;(7)Mul;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;developed strange cultural  
1862;CHN;NKG;BUS;M;Inc1;EduF1;EduM1;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;quiet beautiful cultural historical elegant
1863;CHN;NKG;BUS;M;Inc3;EduF2;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;agreeable climate economically advanced with many countries  
1865;CHN;NKG;BUS;M;Inc2;EduF3;EduM3;(5) Glo;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;development equilibrium developed reversely comply with rules  
1866;CHN;NKG;BUS;M;Inc3;EduF3;EduM3;(7)Mul;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;democratic self artistic united 
1867;CHN;NKG;BUS;M;Inc2;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;cooperative rich beautiful historical civilized
1868;CHN;NKG;BUS;M;Inc3;EduF3;EduM3;(1) Loc;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;cultural industrial revolution white diverse latin
1869;CHN;NKG;BUS;M;Inc2;EduF1;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;the west developed industrial revolution football 
1870;CHN;NKG;BUS;M;Inc1;EduF2;EduM2;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;capitalism against china miserly  
1871;CHN;NKG;BUS;M;Inc3;EduF3;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;humanization prosperous full of conquest lazy high welfare
1872;CHN;NKG;BUS;F;Inc3;EduF3;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed    
1873;CHN;NKG;BUS;F;Inc3;EduF4;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;civilized prosperous freedom  
1874;CHN;NKG;BUS;F;Inc3;EduF3;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;renaissance world war i second world war  
1875;CHN;NKG;BUS;F;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;ancient graceful beautiful  
1876;CHN;NKG;BUS;F;Inc3;EduF2;EduM3;(1) Loc;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;rich graceful beautiful environment  
1877;CHN;SHA;BUS;M;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed friendly rich  
